wavelength_nm,R_Optimal,R_TiO2-only_control,R_Plain_lime,R_Purdue_benchmark
2150.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2155.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2160.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2165.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2170.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2175.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2180.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2185.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2190.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2195.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2200.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2205.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2210.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2215.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2220.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2225.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2230.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2235.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
